8.332417	0.971528	0.030107
9.143736	0.131014	0.188228
3.119319	2.406289	0.798469
9.350840	-0.751902	0.041817
7.754716	-2.080941	0.468257
8.680294	0.230780	0.277836
9.148807	-1.009222	0.428644
8.621814	-1.392498	0.458672
9.929260	-0.211836	0.049700
7.161923	-2.895606	0.241852
1.972540	-1.599538	0.695024
2.272966	-1.214735	0.669128
7.458491	0.068810	0.063802
10.453039	0.662332	0.219957
8.020892	-0.472126	0.094346
8.887002	-0.614988	0.326099
0.727373	-1.584399	0.925889
8.160452	-2.232462	0.283840
10.300606	1.630609	0.027728
10.445998	3.095779	0.479596
9.411300	0.319544	0.322044
9.009657	-0.659843	0.010789
7.627248	-0.134371	0.254362
9.572096	0.658663	0.112269
1.284484	0.208662	0.991224
8.565392	-0.603688	0.445168
2.246375	-1.074350	0.902083
1.009767	-0.973205	0.713558
3.193497	-0.742877	0.768159
8.700778	-0.682944	0.333198
6.691497	-2.275814	0.272256
8.565441	-0.531173	0.471931
7.638245	-2.781184	0.408245
1.674579	1.110628	0.745709
2.663663	-0.474304	0.609215
11.364690	0.817086	0.063485
7.881143	-1.952432	0.095366
1.836572	0.535670	0.835314
0.973855	-0.518594	0.843239
8.733631	-0.397073	0.058319
9.085418	-0.994812	0.000512
2.783161	0.199084	0.618294
1.727601	-0.239634	0.733217
7.101821	-3.202343	0.466522
9.297695	-0.026429	0.295968
0.710931	-0.262758	0.870059
2.333157	-0.832696	0.859726
8.221616	-0.639663	0.172869
1.981944	0.241232	0.999602
2.231196	-0.664128	0.988517
3.711315	1.852032	0.501226
1.145753	-0.640872	0.607747
2.538765	-1.173435	0.649539
10.066003	0.285851	0.334634
11.005596	1.821000	0.023454
1.477925	-0.875246	0.526366
1.347282	-0.426152	0.823083
2.365009	-0.429688	0.747910
0.939971	-1.615509	0.554112
2.949510	1.276863	0.975674
0.333271	-2.385975	0.950168
8.332481	-1.146471	0.186913
10.188584	1.016014	0.213169
3.015127	1.866849	0.766289
11.329510	1.070186	0.130526
9.591135	-0.428944	0.235630
0.457947	-1.118511	0.752452
2.307436	0.892088	0.938604
10.404880	0.373566	0.376077
2.163473	-0.189451	0.520711
9.834011	1.140586	0.138305
8.766414	-1.135113	0.131130
2.333948	0.247023	0.554297
1.620854	-1.965612	0.749074
1.587255	-1.830211	0.580764
8.863730	-1.000870	0.026959
1.672596	-0.388761	0.670600
8.941742	0.940142	0.128905
0.355403	-1.264209	0.802983
8.579483	0.706476	0.150712
0.099657	-1.638899	0.670436
1.625196	-0.944352	0.653011
2.597752	-0.666111	0.794683
8.670551	-0.351999	0.020553
4.239590	1.075604	0.944918
8.746842	-1.438760	0.082914
1.552605	-0.789196	0.806385
3.082054	1.737747	0.717494
9.172573	2.126297	0.491323
3.081153	0.405830	0.866547
9.568219	0.452295	0.014437
2.121794	-0.911460	0.825289
3.155497	2.241134	0.783530
2.937868	-0.341144	0.882376
9.124968	0.061735	0.082366
0.776196	-2.010876	0.579719
8.769024	1.491071	0.122851
8.570869	-2.375268	0.464963
1.198070	1.007201	0.862944
3.124595	0.572144	0.870763
7.258215	-2.301506	0.424245
8.731787	1.089142	0.069608
9.241776	-0.600100	0.110976
0.628635	-1.223486	0.537854
8.188386	-1.632293	0.026850
3.225925	2.695704	0.594088
1.972094	-0.346370	0.840766
10.115612	1.576969	0.253852
1.505234	-1.297733	0.724915
7.986369	-1.383459	0.293523
2.360443	0.605031	0.961632
1.234225	-1.748614	0.503907
-0.506227	-1.594358	0.957607
8.066902	-1.991597	0.384160
1.872049	-0.999776	0.692884
9.049765	-1.414230	0.153341
1.659110	0.523732	0.573831
10.580039	0.629674	0.318878
