0.669963	0.622787	-1.000000
-0.294606	-0.273958	1.000000
0.140114	0.652591	-1.000000
-0.576261	-0.657372	-1.000000
-0.063222	0.429570	1.000000
0.636317	0.033105	-1.000000
-0.262902	-0.267945	1.000000
-0.158552	0.074881	1.000000
-0.057296	-0.090799	1.000000
-0.264418	-0.157663	1.000000
0.102174	-0.402511	1.000000
-0.308710	0.459768	-1.000000
0.209115	-0.424154	1.000000
0.276140	-0.369262	1.000000
-0.367070	0.198036	1.000000
-0.348217	-0.883101	-1.000000
-0.078092	-0.261772	1.000000
0.030662	-0.587271	-1.000000
-0.238515	0.578636	-1.000000
0.041595	-0.052922	1.000000
0.177963	0.663223	-1.000000
0.786876	0.395677	-1.000000
0.796327	-0.058306	-1.000000
-0.133862	-0.400883	1.000000
0.749268	0.065764	-1.000000
-0.642241	0.103148	-1.000000
-0.254378	-0.823770	-1.000000
-0.137950	-0.454896	1.000000
-0.126385	0.194165	1.000000
0.198460	-0.196523	1.000000
0.172997	0.368866	1.000000
-0.248106	0.135142	1.000000
-0.092372	-0.890667	-1.000000
0.567161	-0.097437	-1.000000
0.329502	0.601163	-1.000000
0.450568	-0.637705	-1.000000
0.388406	0.846454	-1.000000
0.420286	-0.062737	1.000000
-0.665106	-0.254560	-1.000000
0.822669	-0.329390	-1.000000
-0.247434	-0.143904	1.000000
-0.084330	-0.025068	1.000000
0.081172	0.498946	-1.000000
0.299387	-0.414089	-1.000000
0.064180	-0.002886	1.000000
-0.396613	-0.346016	-1.000000
0.358058	-0.021766	1.000000
-0.065548	-0.067863	1.000000
-0.283370	0.155996	1.000000
0.003143	-0.000400	1.000000
-0.585450	0.257652	-1.000000
0.212369	-0.830866	-1.000000
-0.621769	0.154469	-1.000000
0.478640	0.624297	-1.000000
-0.055238	0.151646	1.000000
-0.659269	-0.423602	-1.000000
-0.735909	-0.393149	-1.000000
0.066147	-0.006056	1.000000
-0.046748	-0.011048	1.000000
-0.444411	0.394924	-1.000000
0.553237	-0.410281	-1.000000
-0.051427	-0.049884	1.000000
-0.370592	-0.364426	-1.000000
-0.146982	0.073796	1.000000
-0.013001	-0.054572	1.000000
0.281298	-0.347996	1.000000
-0.343554	-0.750676	-1.000000
0.256000	0.196540	1.000000
0.102085	-0.068217	1.000000
0.114653	-0.795338	-1.000000
0.093201	-0.383985	1.000000
0.017655	0.912613	-1.000000
0.528361	0.290608	-1.000000
0.135768	-0.252809	1.000000
0.051289	-0.877038	-1.000000
-0.097813	-0.055978	1.000000
-0.057592	-0.018054	1.000000
-0.353850	0.051838	1.000000
-0.931222	-0.029657	-1.000000
-0.341522	0.412371	-1.000000
0.787700	-0.054271	-1.000000
-0.030211	0.017053	1.000000
-0.255930	-0.154399	1.000000
0.482486	0.024321	1.000000
-0.330101	-0.184601	1.000000
-0.429969	0.674276	-1.000000
0.507332	0.488134	-1.000000
0.820209	-0.338737	-1.000000
-0.612296	0.576031	-1.000000
0.245181	-0.497982	-1.000000
-0.287958	-0.334550	1.000000
0.025977	-0.493244	1.000000
0.113214	-0.042093	1.000000
-0.074529	0.027622	1.000000
-0.779926	0.032773	-1.000000
0.400932	-0.609019	-1.000000
0.660389	-0.578744	-1.000000
-0.126771	-0.022602	1.000000
0.519927	-0.472955	-1.000000
0.075375	-0.109846	1.000000
